Дата,Время,Команда_1,Команда_2,счёт,стадион
28.04.2014,20:30,Спартак,Кубань,0:2 (0:0),МоскваСтадион Локомотив
27.04.2014,18:30,Терек,Динамо,1:0 (0:0),ГрозныйСтадион им. А.А. Кадырова
27.04.2014,16:00,ФК Ростов,Анжи,1:1 (1:0),Ростов-на-ДонуСтадион Олимп-2
27.04.2014,13:30,ЦСКА,Рубин,2:1 (1:0),ХимкиАрена Химки
26.04.2014,19:00,ФК Краснодар,Локомотив,1:3 (1:1),КраснодарСтадион Кубань
26.04.2014,17:00,Урал,Томь,0:0 *,ЕкатеринбургЦентральный стадион
26.04.2014,16:30,Зенит,Волга,2:0 (1:0),Санкт-ПетербургСтадион Петровский
25.04.2014,19:00,Крылья Советов,Амкар,2:2 (0:1),СамараСтадион Металлург
21.04.2014,19:00,Волга,ФК Ростов,2:1 (1:0),Нижний НовгородСтадион Локомотив
20.04.2014,18:30,Кубань,ЦСКА,0:4 (0:2),КраснодарСтадион Кубань
20.04.2014,16:00,Динамо,ФК Краснодар,1:2 (1:0),ХимкиАрена Химки
20.04.2014,13:30,Рубин,Спартак,2:1 (0:0),КазаньЦентральный стадион
19.04.2014,18:00,Анжи,Зенит,1:2 (1:1),КаспийскАнжи-Арена
19.04.2014,16:00,Томь,Крылья Советов,2:0 (2:0),ТомскСтадион Труд
19.04.2014,15:30,Локомотив,Терек,2:1 (0:1),МоскваСтадион Локомотив
18.04.2014,19:00,Амкар,Урал,0:2 (0:0),ПермьСтадион Звезда
14.04.2014,19:00,Волга,Динамо,0:5 (0:0),Нижний НовгородСтадион Локомотив
13.04.2014,16:00,Рубин,Кубань,0:2 (0:1),КазаньЦентральный стадион
13.04.2014,13:30,Локомотив,Анжи,0:0,МоскваСтадион Локомотив
12.04.2014,19:30,Зенит,ФК Краснодар,4:1 (1:0),Санкт-ПетербургСтадион Петровский
12.04.2014,17:00,Терек,ФК Ростов,3:0 (2:0),ГрозныйСтадион им. А.А. Кадырова
12.04.2014,15:00,Томь,Амкар,0:0,ТомскСтадион Труд
12.04.2014,14:30,ЦСКА,Урал,1:0 (1:0),ХимкиАрена Химки
11.04.2014,19:30,Спартак,Крылья Советов,1:0 (1:0),МоскваСтадион Локомотив
07.04.2014,19:00,Локомотив,Волга,3:0 (1:0),МоскваСтадион Локомотив
06.04.2014,18:30,ФК Краснодар,ФК Ростов,0:2 (0:1),КраснодарСтадион Кубань
06.04.2014,16:00,Анжи,Динамо,4:0 (2:0),КаспийскАнжи-Арена
06.04.2014,13:30,Зенит,Рубин,6:2 (2:0),Санкт-ПетербургСтадион Петровский
05.04.2014,16:30,Крылья Советов,ЦСКА,1:3 (0:2) *,Ростов-на-ДонуСтадион Олимп-2
05.04.2014,16:00,Амкар,Терек,0:1 (0:1),ПермьСтадион Звезда
04.04.2014,20:30,Спартак,Урал,0:1 (0:1),МоскваСтадион Локомотив
04.04.2014,18:15,Кубань,Томь,2:0 (0:0),КраснодарСтадион Кубань
08.04.2014,19:00,Крылья Советов,Терек,1:1 (1:1) *,КазаньСтадион Рубин
31.03.2014,20:45,ЦСКА,Волга,3:0 (2:0),ХимкиАрена Химки
30.03.2014,20:15,Кубань,ФК Краснодар,1:3 (1:1),КраснодарСтадион Кубань
30.03.2014,18:45,Томь,Динамо,1:3 (0:0),ТомскСтадион Труд
30.03.2014,18:00,Рубин,ФК Ростов,1:2 (1:2),КазаньСтадион Рубин
30.03.2014,13:30,Локомотив,Спартак,0:0,МоскваСтадион Локомотив
29.03.2014,18:00,Амкар,Зенит,1:2 (1:0),ПермьСтадион Звезда
29.03.2014,15:30,Урал,Анжи,2:1 (2:0),ЕкатеринбургМанеж Урал
24.03.2014,19:00,Зенит,Крылья Советов,2:1 (1:0),Санкт-ПетербургСтадион Петровский
24.03.2014,17:00,Анжи,ЦСКА,0:3 (0:1),КаспийскАнжи-Арена
23.03.2014,18:30,Терек,Кубань,2:1 (1:0),ГрозныйСтадион им. А.А. Кадырова
23.03.2014,13:30,Динамо,Рубин,0:0,ХимкиАрена Химки
22.03.2014,19:00,ФК Краснодар,Спартак,4:0 (3:0),КраснодарСтадион Кубань
22.03.2014,16:30,Локомотив,Урал,3:0 (2:0),МоскваСтадион Локомотив
22.03.2014,14:00,Волга,Томь,0:1 (0:0),Нижний НовгородСтадион Локомотив
21.03.2014,19:00,ФК Ростов,Амкар,3:3 (1:2),Ростов-на-ДонуСтадион Олимп-2
17.03.2014,19:00,Спартак,Анжи,2:2 (2:0),МоскваСтадион Локомотив
17.03.2014,18:30,Томь,ФК Краснодар,1:1 (0:0),ПермьСтадион Звезда
16.03.2014,18:00,Рубин,Волга,3:1 (2:0),КазаньСтадион Рубин
16.03.2014,15:30,Амкар,Локомотив,0:0,ПермьСтадион Звезда
15.03.2014,18:30,Кубань,Динамо,1:1 (0:1),КраснодарСтадион Кубань
15.03.2014,16:00,ЦСКА,Зенит,1:0 (1:0),ХимкиАрена Химки
15.03.2014,13:30,Крылья Советов,ФК Ростов,0:2 (0:1),СамараСтадион Металлург
14.03.2014,19:00,Урал,Терек,2:1 (0:0),ЕкатеринбургМанеж Урал
10.03.2014,19:00,ФК Ростов,Кубань,0:0,Ростов-на-ДонуСтадион Олимп-2
10.03.2014,16:30,Локомотив,Крылья Советов,2:1 (1:0),МоскваСтадион Локомотив
10.03.2014,16:00,Амкар,Волга,5:1 (2:1),ПермьСтадион Звезда
09.03.2014,18:30,Зенит,Томь,0:0,Санкт-ПетербургСтадион Петровский
09.03.2014,16:00,Анжи,Рубин,1:0 (0:0),КаспийскАнжи-Арена
09.03.2014,13:30,Динамо,ЦСКА,4:2 (0:2),ХимкиАрена Химки
08.03.2014,19:00,Терек,Спартак,1:0 (1:0),ГрозныйСтадион им. А.А. Кадырова
08.03.2014,16:30,ФК Краснодар,Урал,0:1 (0:1),КраснодарСтадион Кубань
08.12.2013,16:30,Терек,Томь,2:0 (1:0),ГрозныйСтадион им. А.А. Кадырова
08.12.2013,16:00,Динамо,Амкар,2:0 (0:0),ХимкиАрена Химки
08.12.2013,13:30,ФК Ростов,Спартак,0:1 (0:0),Ростов-на-ДонуСтадион Олимп-2
07.12.2013,18:30,Локомотив,Рубин,0:0,МоскваСтадион Локомотив
07.12.2013,16:00,Анжи,Кубань,0:0,КаспийскАнжи-Арена
07.12.2013,13:30,Волга,Крылья Советов,1:2 (1:1),Нижний НовгородСтадион Локомотив
06.12.2013,20:00,Зенит,Урал,2:1 (1:0),Санкт-ПетербургСтадион Петровский
06.12.2013,17:45,ФК Краснодар,ЦСКА,1:0 (0:0),КраснодарСтадион Кубань
02.12.2013,19:30,Кубань,Локомотив,1:3 (0:3),КраснодарСтадион Кубань
02.12.2013,19:30,Рубин,Амкар,3:0 (1:0),КазаньЦентральный стадион
02.12.2013,17:00,Анжи,Томь,0:2 (0:1),КаспийскАнжи-Арена
02.12.2013,17:00,ФК Ростов,ЦСКА,0:0,Ростов-на-ДонуСтадион Олимп-2
01.12.2013,18:30,Спартак,Волга,6:1 (3:0),МоскваСтадион Локомотив
01.12.2013,16:00,Крылья Советов,ФК Краснодар,1:0 (0:0),СамараСтадион Металлург
01.12.2013,13:50,Терек,Зенит,1:1 (0:0) *,ГрозныйСтадион им. А.А. Кадырова
30.11.2013,14:00,Динамо,Урал,3:0 (1:0),ХимкиСтадион Родина
25.11.2013,19:00,ФК Краснодар,Терек,3:2 (1:1),КраснодарСтадион Кубань
24.11.2013,18:30,Анжи,Волга,0:0,КаспийскАнжи-Арена
24.11.2013,18:00,Урал,Крылья Советов,1:1 (1:0),ЕкатеринбургЦентральный стадион
24.11.2013,13:30,Локомотив,Динамо,1:0 (0:0),МоскваСтадион Локомотив
23.11.2013,17:00,ЦСКА,Спартак,1:0 (1:0),ХимкиАрена Химки
23.11.2013,16:45,Амкар,Кубань,3:1 (0:1),ПермьСтадион Звезда
23.11.2013,15:30,Томь,Рубин,0:1 (0:0),ТомскСтадион Труд
22.11.2013,19:00,Зенит,ФК Ростов,0:2 (0:2),Санкт-ПетербургСтадион Петровский
10.11.2013,20:15,Кубань,Волга,4:0 (3:0),КраснодарСтадион Кубань
10.11.2013,18:00,Рубин,ФК Краснодар,0:1 (0:0),КазаньЦентральный стадион
10.11.2013,16:00,Амкар,Анжи,1:0 (0:0),ПермьСтадион Звезда
10.11.2013,15:45,ЦСКА,Терек,4:1 (4:0),МоскваСтадион им. Эдуарда Стрельцова
10.11.2013,13:30,Спартак,Зенит,4:2 (2:1) *,МоскваСтадион Локомотив
09.11.2013,16:30,Томь,Локомотив,2:0 (2:0),ТомскСтадион Труд
09.11.2013,16:00,Крылья Советов,Динамо,1:2 (1:1),СамараСтадион Металлург
08.11.2013,19:00,Урал,ФК Ростов,1:4 (0:2),ЕкатеринбургЦентральный стадион
04.11.2013,16:00,Терек,Крылья Советов,0:1 (0:1),ГрозныйСтадион им. А.А. Кадырова
03.11.2013,20:15,Анжи,Урал,0:1 (0:0),КаспийскАнжи-Арена
03.11.2013,18:00,Спартак,Локомотив,1:3 (1:2) *,МоскваСтадион Локомотив
03.11.2013,15:45,ФК Ростов,Рубин,0:0,Ростов-на-ДонуСтадион Олимп-2
03.11.2013,13:30,ФК Краснодар,Кубань,1:2 (0:0),КраснодарСтадион Кубань
02.11.2013,18:30,Зенит,Амкар,1:1 (1:1),Санкт-ПетербургСтадион Петровский
02.11.2013,16:00,Динамо,Томь,1:0 (1:0),ХимкиСтадион Родина
02.11.2013,13:30,Волга,ЦСКА,1:2 (1:1),Нижний НовгородСтадион Локомотив
28.10.2013,19:00,Кубань,Анжи,2:0 (2:0),КраснодарСтадион Кубань
27.10.2013,16:00,ЦСКА,ФК Краснодар,5:1 (4:0),МоскваСтадион им. Эдуарда Стрельцова
27.10.2013,13:30,Рубин,Локомотив,1:2 (0:0),КазаньЦентральный стадион
26.10.2013,19:30,Спартак,ФК Ростов,2:0 (1:0),МоскваСтадион Локомотив
26.10.2013,19:00,Урал,Зенит,1:2 (1:0),ЕкатеринбургЦентральный стадион
26.10.2013,16:45,Амкар,Динамо,2:1 (2:0),ПермьСтадион Звезда
26.10.2013,15:30,Томь,Терек,0:0,ТомскСтадион Труд
25.10.2013,19:00,Крылья Советов,Волга,2:2 (1:1),СамараСтадион Металлург
21.10.2013,19:00,Локомотив,Амкар,4:0 (2:0),МоскваСтадион Локомотив
20.10.2013,20:15,Волга,Рубин,2:1 (1:0),Нижний НовгородСтадион Локомотив
20.10.2013,18:00,Динамо,Кубань,3:1 (0:0),ХимкиСтадион Родина
20.10.2013,15:45,ФК Ростов,Крылья Советов,1:2 (1:0),Ростов-на-ДонуСтадион Олимп-2
20.10.2013,13:30,Анжи,Спартак,0:1 (0:1),КаспийскАнжи-Арена
19.10.2013,16:00,ФК Краснодар,Томь,4:0 (1:0),КраснодарСтадион Кубань
19.10.2013,13:30,Терек,Урал,1:1 (1:0),ГрозныйСтадион им. А.А. Кадырова
18.10.2013,20:00,Зенит,ЦСКА,2:0 (2:0),Санкт-ПетербургСтадион Петровский
06.10.2013,20:15,Кубань,ФК Ростов,2:2 (0:1),КраснодарСтадион Кубань
06.10.2013,18:45,Томь,Зенит,0:3 (0:2),ТомскСтадион Труд
06.10.2013,18:00,Рубин,Анжи,5:1 (2:0),КазаньЦентральный стадион
06.10.2013,15:30,Спартак,Терек,0:0,ЕкатеринбургЦентральный стадион
06.10.2013,13:30,ЦСКА,Динамо,0:2 (0:0),МоскваСтадион Локомотив МСА
05.10.2013,16:00,Крылья Советов,Локомотив,2:2 (2:0),СамараСтадион Металлург
05.10.2013,15:30,Урал,ФК Краснодар,0:2 (0:0),ЕкатеринбургЦентральный стадион
04.10.2013,19:00,Волга,Амкар,0:2 (0:1),Нижний НовгородСтадион Локомотив
30.09.2013,20:30,ФК Ростов,Урал,1:1 (1:0),Ростов-на-ДонуСтадион Олимп-2
30.09.2013,18:15,Локомотив,Томь,0:0,МоскваСтадион Локомотив
29.09.2013,20:15,Анжи,Амкар,2:2 (1:0),КаспийскАнжи-Арена
29.09.2013,18:00,ФК Краснодар,Рубин,1:0 (1:0),КраснодарСтадион Кубань
29.09.2013,15:45,Волга,Кубань,1:0 (0:0),Нижний НовгородСтадион Локомотив
29.09.2013,13:30,Динамо,Крылья Советов,2:0 (1:0),ХимкиСтадион Родина
28.09.2013,18:00,Зенит,Спартак,4:2 (1:1),Санкт-ПетербургСтадион Петровский
28.09.2013,16:00,Терек,ЦСКА,2:0 (1:0),ГрозныйСтадион им. А.А. Кадырова
26.09.2013,20:30,Рубин,Динамо,2:2 (1:1),КазаньЦентральный стадион
26.09.2013,20:15,Урал,Локомотив,0:3 (0:2),ЕкатеринбургЦентральный стадион
26.09.2013,19:00,Амкар,ФК Ростов,1:0 (1:0),ПермьСтадион Звезда
26.09.2013,19:00,Томь,Волга,1:0 (0:0),ТомскСтадион Труд
25.09.2013,20:30,ЦСКА,Анжи,0:0,МоскваСтадион им. Эдуарда Стрельцова
25.09.2013,19:00,Кубань,Терек,3:1 (2:1),КраснодарСтадион Кубань
25.09.2013,18:15,Крылья Советов,Зенит,1:4 (1:0),СамараСтадион Металлург
25.09.2013,18:15,Спартак,ФК Краснодар,3:2 (3:1),МоскваСтадион Локомотив
22.09.2013,20:30,ФК Ростов,Зенит,0:4 (0:0),Ростов-на-ДонуСтадион Олимп-2
22.09.2013,18:15,Кубань,Амкар,0:3 (0:3),КраснодарСтадион Кубань
22.09.2013,16:00,Рубин,Томь,1:2 (1:1),КазаньЦентральный стадион
22.09.2013,13:30,Волга,Анжи,2:1 (2:1),Нижний НовгородСтадион Локомотив
22.09.2013,13:30,Спартак,ЦСКА,3:0 (1:0),МоскваСтадион Локомотив
21.09.2013,18:30,Терек,ФК Краснодар,0:1 (0:1),ГрозныйСтадион им. А.А. Кадырова
21.09.2013,16:00,Крылья Советов,Урал,1:1 (1:1),СамараСтадион Металлург
21.09.2013,13:30,Динамо,Локомотив,1:3 (0:0),ХимкиАрена Химки
16.09.2013,19:00,Урал,Динамо,1:4 (0:4),ЕкатеринбургЦентральный стадион
15.09.2013,20:00,Амкар,Рубин,0:0,ПермьСтадион Звезда
15.09.2013,18:45,Томь,Анжи,2:2 (1:0),ТомскСтадион Труд
15.09.2013,13:30,Локомотив,Кубань,1:0 (0:0),МоскваСтадион Локомотив
14.09.2013,20:15,Зенит,Терек,2:0 (2:0),Санкт-ПетербургСтадион Петровский
14.09.2013,18:00,ФК Краснодар,Крылья Советов,1:1 (1:0),КраснодарСтадион Кубань
14.09.2013,15:45,Волга,Спартак,0:1 (0:1),Нижний НовгородСтадион Локомотив
14.09.2013,13:30,ЦСКА,ФК Ростов,1:0 (0:0),МоскваСтадион им. Эдуарда Стрельцова
01.09.2013,20:15,Динамо,ФК Ростов,1:1 (0:1),ХимкиАрена Химки
01.09.2013,18:00,Крылья Советов,Кубань,0:0,СамараСтадион Металлург
01.09.2013,15:45,Спартак,Томь,2:1 (1:1),МоскваСтадион Локомотив
01.09.2013,15:30,Урал,Рубин,0:3 (0:1),ЕкатеринбургЦентральный стадион
01.09.2013,13:30,Зенит,Локомотив,2:1 (1:0),Санкт-ПетербургСтадион Петровский
31.08.2013,21:00,ФК Краснодар,Волга,3:0 (3:0),КраснодарСтадион Кубань
31.08.2013,18:45,Терек,Анжи,1:1 (0:1),ГрозныйСтадион им. А.А. Кадырова
30.08.2013,20:00,ЦСКА,Амкар,2:1 (1:1),ХимкиАрена Химки
26.08.2013,20:00,Локомотив,ФК Ростов,5:0 (1:0),МоскваСтадион Локомотив
26.08.2013,19:45,Амкар,Спартак,2:1 (1:0),ПермьСтадион Звезда
25.08.2013,20:00,Кубань,Урал,3:2 (3:2),КраснодарСтадион Кубань
25.08.2013,17:30,Рубин,Крылья Советов,1:1 (1:1),КазаньЦентральный стадион
24.08.2013,21:00,Анжи,ФК Краснодар,1:2 (1:0),КаспийскАнжи-Арена
24.08.2013,19:00,Томь,ЦСКА,1:2 (1:0),ТомскСтадион Труд
24.08.2013,18:30,Волга,Терек,1:0 (0:0),Нижний НовгородСтадион Локомотив
24.08.2013,13:30,Динамо,Зенит,1:1 (0:0),ХимкиАрена Химки
19.08.2013,20:00,ФК Ростов,Волга,4:0 (0:0),Ростов-на-ДонуСтадион Олимп-2
18.08.2013,20:15,ФК Краснодар,Динамо,1:1 (1:0),КраснодарСтадион Кубань
18.08.2013,18:00,Крылья Советов,Томь,1:0 (0:0),СамараСтадион Металлург
18.08.2013,15:45,Спартак,Рубин,0:0,МоскваСтадион Локомотив
18.08.2013,13:30,ЦСКА,Кубань,1:0 (1:0),ХимкиАрена Химки
17.08.2013,20:30,Терек,Локомотив,0:1 (0:0),ГрозныйСтадион им. А.А. Кадырова
17.08.2013,18:15,Зенит,Анжи,3:0 (2:0),Санкт-ПетербургСтадион Петровский
17.08.2013,15:30,Урал,Амкар,0:0,ЕкатеринбургЦентральный стадион
05.08.2013,21:15,Локомотив,ФК Краснодар,3:1 (1:0) *,МоскваСтадион Локомотив
04.08.2013,20:30,Кубань,Спартак,2:2 (0:1),КраснодарСтадион Кубань
04.08.2013,18:00,Амкар,Крылья Советов,0:0,ПермьСтадион Звезда
04.08.2013,13:30,Рубин,ЦСКА,0:0,КазаньЦентральный стадион
03.08.2013,20:20,Томь,Урал,1:2 (1:2) *,ТомскСтадион Труд
03.08.2013,18:30,Динамо,Терек,1:0 (0:0),ХимкиАрена Химки
03.08.2013,13:30,Волга,Зенит,1:3 (1:1),Нижний НовгородСтадион Локомотив
02.08.2013,20:00,Анжи,ФК Ростов,0:1 (0:0),КаспийскАнжи-Арена
29.07.2013,20:00,ФК Краснодар,Амкар,2:1 (0:1),КраснодарСтадион Кубань
28.07.2013,21:00,Терек,Рубин,0:0,ГрозныйСтадион им. А.А. Кадырова
28.07.2013,18:30,Крылья Советов,Анжи,1:1 (0:0),СамараСтадион Металлург
28.07.2013,13:30,Локомотив,ЦСКА,1:2 (0:1),МоскваСтадион Локомотив
27.07.2013,20:00,ФК Ростов,Томь,3:0 (1:0),Ростов-на-ДонуСтадион Олимп-2
27.07.2013,18:30,Урал,Волга,1:2 (1:0),ЕкатеринбургЦентральный стадион
27.07.2013,13:30,Динамо,Спартак,1:4 (0:4),ХимкиАрена Химки
26.07.2013,20:00,Зенит,Кубань,1:1 (0:0),Санкт-ПетербургСтадион Петровский
22.07.2013,20:00,ЦСКА,Крылья Советов,2:1 (0:1),ХимкиАрена Химки
21.07.2013,20:00,ФК Ростов,ФК Краснодар,2:2 (1:1),Ростов-на-ДонуСтадион Олимп-2
21.07.2013,18:00,Урал,Спартак,0:2 (0:0),ЕкатеринбургЦентральный стадион
21.07.2013,13:30,Рубин,Зенит,2:1 (0:1),КазаньЦентральный стадион
20.07.2013,21:00,Терек,Амкар,1:1 (1:0),ГрозныйСтадион им. А.А. Кадырова
20.07.2013,19:00,Томь,Кубань,1:2 (1:2),ТомскСтадион Труд
20.07.2013,18:30,Волга,Локомотив,1:2 (0:0),Нижний НовгородСтадион Локомотив
19.07.2013,20:00,Динамо,Анжи,2:1 (1:0),ХимкиАрена Химки
17.07.2013,20:00,ФК Краснодар,Зенит,1:2 (0:2),КраснодарСтадион Кубань
17.07.2013,19:30,Урал,ЦСКА,2:2 (0:1),ЕкатеринбургЦентральный стадион
16.07.2013,19:30,Крылья Советов,Спартак,1:2 (0:2),СамараСтадион Металлург
16.07.2013,19:00,Амкар,Томь,2:0 (2:0),ПермьСтадион Звезда
15.07.2013,20:00,ФК Ростов,Терек,2:1 (0:0),Ростов-на-ДонуСтадион Олимп-2
14.07.2013,21:00,Кубань,Рубин,1:1 (0:0),КраснодарСтадион Кубань
14.07.2013,18:30,Анжи,Локомотив,2:2 (0:0),КаспийскАнжи-Арена
14.07.2013,13:30,Динамо,Волга,2:2 (2:2),ХимкиАрена Химки
