Дата,Время,Команда_1,Команда_2,счёт,стадион
07.04.2019,16:00,Урал ,Енисей,3:2 (0:1),ЕкатеринбургЕкатеринбург-Арена
07.04.2019,13:30,ФК Уфа ,ФК Ростов,1:0 (1:0),УфаСтадион Нефтяник
06.04.2019,19:00,Спартак ,ЦСКА,0:2 (0:0),МоскваОткрытие Арена
06.04.2019,16:30,ФК Краснодар ,Крылья Советов,1:0 (0:0),КраснодарСтадион ФК Краснодар
06.04.2019,14:00,Анжи ,Динамо,1:1 (1:0),КаспийскАнжи-Арена
31.03.2019,19:00,ФК Краснодар ,Анжи,5:0 (2:0),КраснодарСтадион ФК Краснодар
31.03.2019,16:30,ЦСКА ,ФК Уфа,2:2 (1:0),МоскваАрена ЦСКА
31.03.2019,14:00,Зенит ,ФК Оренбург,3:1 (0:1),Санкт-ПетербургГазпром Арена
30.03.2019,19:00,ФК Ростов ,Урал,2:1 (1:0),Ростов-на-ДонуРостов-Арена
30.03.2019,16:30,Ахмат ,Спартак,1:3 (1:1),ГрозныйАхмат-Арена
30.03.2019,15:30,Енисей ,Рубин,1:1 (0:0),КрасноярскЦентральный стадион олимпийского резерва
30.03.2019,14:00,Динамо ,Локомотив,0:1 (0:0),ХимкиАрена Химки
29.03.2019,19:30,Крылья Советов ,Арсенал,0:1 (0:0),СамараСамара-Арена
17.03.2019,19:00,Спартак ,Зенит,1:1 (1:1),МоскваОткрытие Арена
17.03.2019,16:30,Локомотив ,ФК Краснодар,1:0 (0:0),МоскваРЖД Арена
17.03.2019,16:00,ФК Уфа ,Ахмат,0:1 (0:0),УфаСтадион Нефтяник
16.03.2019,19:00,Арсенал ,Енисей,2:0 (1:0),ТулаСтадион Арсенал
16.03.2019,16:30,Рубин ,ФК Ростов,0:2 (0:0),КазаньКазань-Арена
16.03.2019,16:00,Урал ,ЦСКА,0:1 (0:0),ЕкатеринбургЕкатеринбург-Арена
16.03.2019,13:30,ФК Оренбург ,Динамо,1:0 (0:0),ОренбургСтадион Газовик
15.03.2019,19:30,Анжи ,Крылья Советов,0:2 (0:1),КаспийскАнжи-Арена
11.03.2019,19:30,ФК Краснодар ,ФК Оренбург,2:2 (0:1),КраснодарСтадион ФК Краснодар
11.03.2019,17:30,Ахмат ,Урал,1:1 (0:1),ГрозныйАхмат-Арена
10.03.2019,21:00,Анжи ,Локомотив,0:2 (0:1),КаспийскАнжи-Арена
10.03.2019,19:00,Динамо ,Спартак,0:1 (0:1),ХимкиАрена Химки
10.03.2019,16:30,Зенит ,ФК Уфа,2:1 (2:1),Санкт-ПетербургГазпром Арена
10.03.2019,14:00,ФК Ростов ,Арсенал,0:0,Ростов-на-ДонуРостов-Арена
09.03.2019,16:30,ЦСКА ,Рубин,3:0 (1:0),МоскваАрена ЦСКА
09.03.2019,15:00,Крылья Советов ,Енисей,4:0 (1:0),СамараСамара-Арена
03.03.2019,19:00,Спартак ,ФК Краснодар,1:1 (1:1),МоскваОткрытие Арена
03.03.2019,14:00,Енисей ,ФК Ростов,1:1 (0:0),СочиОлимпийский стадион Фишт
03.03.2019,13:30,ФК Уфа ,Динамо,1:2 (1:0),УфаСтадион Нефтяник
02.03.2019,19:00,Рубин ,Ахмат,1:0 (0:0),КазаньКазань-Арена
02.03.2019,16:30,Локомотив ,Крылья Советов,2:2 (1:1),МоскваРЖД Арена
02.03.2019,14:00,Арсенал ,ЦСКА,2:0 (0:0),ГрозныйАхмат-Арена
02.03.2019,13:30,Урал ,Зенит,0:1 (0:1),ЕкатеринбургЕкатеринбург-Арена
01.03.2019,18:30,ФК Оренбург ,Анжи,0:1 (0:0),ОренбургСтадион Газовик
10.12.2018,19:30,Ахмат ,Арсенал,2:0 (1:0),ГрозныйАхмат-Арена
09.12.2018,19:00,Зенит ,Рубин,1:2 (0:1),Санкт-ПетербургГазпром Арена
09.12.2018,16:30,ФК Краснодар ,ФК Уфа,1:1 (1:1),КраснодарСтадион ФК Краснодар
09.12.2018,14:00,Динамо ,Урал,4:0 (2:0),ХимкиАрена Химки
08.12.2018,20:00,Анжи ,Спартак,0:3 (0:1),КаспийскАнжи-Арена
08.12.2018,17:30,Локомотив ,ФК Оренбург,2:1 (0:1),МоскваРЖД Арена
08.12.2018,15:00,ЦСКА ,Енисей,2:1 (2:0),МоскваАрена ЦСКА
08.12.2018,13:30,Крылья Советов ,ФК Ростов,1:0 (1:0),СамараСамара-Арена
03.04.2019,19:00,ФК Оренбург ,Крылья Советов,3:1 (2:1) *,ОренбургСтадион Газовик
03.12.2018,19:30,Арсенал ,Зенит,4:2 (2:1),ТулаСтадион Арсенал
02.12.2018,19:00,Спартак ,Локомотив,2:1 (2:0),МоскваОткрытие Арена
02.12.2018,16:30,ФК Ростов ,ЦСКА,0:0,Ростов-на-ДонуРостов-Арена
02.12.2018,14:00,ФК Краснодар ,Урал,2:0 (0:0),КраснодарСтадион ФК Краснодар
01.12.2018,19:00,Анжи ,ФК Уфа,0:0,КаспийскАнжи-Арена
01.12.2018,18:00,Енисей ,Ахмат,1:1 (0:0),КрасноярскЦентральный стадион олимпийского резерва
30.11.2018,19:30,Рубин ,Динамо,1:1 (0:0),КазаньКазань-Арена
25.11.2018,19:00,Зенит ,ФК Ростов,2:0 (1:0),Санкт-ПетербургСтадион Санкт-Петербург
25.11.2018,16:30,ФК Краснодар ,Арсенал,3:0 (1:0),КраснодарСтадион ФК Краснодар
25.11.2018,14:00,Спартак ,Крылья Советов,3:1 (0:0),МоскваОткрытие Арена
24.11.2018,19:00,Анжи ,Рубин,1:1 (1:1),КаспийскАнжи-Арена
24.11.2018,18:30,ФК Оренбург ,ФК Уфа,1:0 (0:0),ОренбургСтадион Газовик
24.11.2018,14:00,Динамо ,Енисей,1:2 (0:1),ХимкиАрена Химки
23.11.2018,20:30,Локомотив ,Урал,1:2 (1:1),МоскваРЖД Арена
23.11.2018,18:00,Ахмат ,ЦСКА,0:2 (0:0),ГрозныйАхмат-Арена
11.11.2018,19:00,ЦСКА ,Зенит,2:0 (2:0),МоскваАрена ЦСКА
11.11.2018,16:30,Рубин ,Локомотив,0:0,КазаньКазань-Арена
11.11.2018,16:00,ФК Краснодар ,Енисей,3:0 (0:0),КраснодарСтадион ФК Краснодар
11.11.2018,16:00,ФК Уфа ,Спартак,2:0 (0:0),УфаСтадион Нефтяник
10.11.2018,19:00,ФК Ростов ,Динамо,0:0,Ростов-на-ДонуРостов-Арена
10.11.2018,17:30,Крылья Советов ,Ахмат,1:2 (0:0),СамараСамара-Арена
10.11.2018,16:00,Урал ,ФК Оренбург,2:1 (1:0),ЕкатеринбургЕкатеринбург-Арена
09.11.2018,19:30,Арсенал ,Анжи,2:0 (1:0),ТулаСтадион Арсенал
05.11.2018,19:00,Анжи ,Енисей,2:1 (1:0),КаспийскАнжи-Арена
05.11.2018,18:30,ФК Уфа ,Крылья Советов,1:2 (0:1),УфаСтадион Нефтяник
05.11.2018,16:00,ФК Оренбург ,Рубин,1:0 (0:0),ОренбургСтадион Газовик
04.11.2018,19:00,Спартак ,Урал,1:2 (0:1),МоскваОткрытие Арена
04.11.2018,16:30,ФК Краснодар ,ФК Ростов,2:2 (1:1),КраснодарСтадион ФК Краснодар
04.11.2018,14:00,Зенит ,Ахмат,1:0 (1:0),Санкт-ПетербургСтадион Санкт-Петербург
03.11.2018,16:30,Динамо ,ЦСКА,0:0,ХимкиАрена Химки
03.11.2018,14:00,Локомотив ,Арсенал,3:1 (1:1),МоскваРЖД Арена
29.10.2018,20:30,Рубин ,Спартак,1:1 (0:0),КазаньКазань-Арена
29.10.2018,19:00,Крылья Советов ,Зенит,0:1 (0:1),СамараСамара-Арена
28.10.2018,19:00,ЦСКА ,ФК Краснодар,1:2 (0:0),МоскваАрена ЦСКА
28.10.2018,18:00,Енисей ,Локомотив,0:3 (0:1),КрасноярскЦентральный стадион олимпийского резерва
28.10.2018,16:30,Ахмат ,Динамо,0:0,ГрозныйАхмат-Арена
27.10.2018,19:00,ФК Ростов ,Анжи,1:0 (1:0),Ростов-на-ДонуРостов-Арена
27.10.2018,16:30,Арсенал ,ФК Оренбург,2:2 (1:0),ТулаСтадион Арсенал
27.10.2018,16:00,Урал ,ФК Уфа,1:1 (0:1),ЕкатеринбургЕкатеринбург-Арена
21.10.2018,19:00,ФК Краснодар ,Ахмат,0:1 (0:0),КраснодарСтадион ФК Краснодар
21.10.2018,16:30,Спартак ,Арсенал,2:3 (2:1),МоскваОткрытие Арена
21.10.2018,14:00,Динамо ,Зенит,1:0 (0:0),ХимкиАрена Химки
20.10.2018,18:30,ФК Уфа ,Рубин,0:0,УфаСтадион Нефтяник
20.10.2018,16:00,Урал ,Крылья Советов,1:1 (1:0),ЕкатеринбургЕкатеринбург-Арена
20.10.2018,13:30,ФК Оренбург ,Енисей,0:0,ОренбургСтадион Газовик
19.10.2018,20:30,Локомотив ,ФК Ростов,2:1 (1:1),МоскваРЖД Арена
19.10.2018,18:00,Анжи ,ЦСКА,0:2 (0:1),КаспийскАнжи-Арена
07.10.2018,19:00,ЦСКА ,Локомотив,0:1 (0:0),МоскваАрена ЦСКА
07.10.2018,16:30,Зенит ,ФК Краснодар,2:1 (0:0),Санкт-ПетербургСтадион Санкт-Петербург
07.10.2018,15:30,Енисей ,Спартак,2:3 (0:0),КрасноярскЦентральный стадион олимпийского резерва
07.10.2018,14:00,Ахмат ,Анжи,0:0,ГрозныйАхмат-Арена
06.10.2018,19:00,Рубин ,Урал,1:0 (1:0),КазаньКазань-Арена
06.10.2018,16:30,ФК Ростов ,ФК Оренбург,0:1 (0:1),Ростов-на-ДонуРостов-Арена
06.10.2018,15:00,Крылья Советов ,Динамо,1:0 (0:0),СамараСамара-Арена
05.10.2018,19:30,Арсенал ,ФК Уфа,1:1 (0:1),ТулаСтадион Арсенал
01.10.2018,19:30,Рубин ,Крылья Советов,2:1 (1:0),КазаньКазань-Арена
30.09.2018,19:00,Спартак ,ФК Ростов,0:1 (0:0),МоскваОткрытие Арена
30.09.2018,16:30,ФК Краснодар ,Динамо,3:0 (2:0),КраснодарСтадион ФК Краснодар
30.09.2018,14:00,Анжи ,Зенит,2:1 (0:0),КаспийскАнжи-Арена
29.09.2018,19:00,Локомотив ,Ахмат,2:0 (0:0),МоскваРЖД Арена
29.09.2018,18:30,ФК Уфа ,Енисей,2:1 (0:1),УфаСтадион Нефтяник
29.09.2018,13:30,Урал ,Арсенал,2:1 (0:1),ЕкатеринбургЕкатеринбург-Арена
28.09.2018,19:30,ФК Оренбург ,ЦСКА,0:1 (0:1),ОренбургСтадион Газовик
24.09.2018,19:30,Крылья Советов ,ФК Краснодар,0:3 (0:0),СамараСамара-Арена
23.09.2018,19:00,ЦСКА ,Спартак,1:1 (0:1),МоскваАрена ЦСКА
23.09.2018,16:30,Зенит ,Локомотив,5:3 (1:1),Санкт-ПетербургСтадион Санкт-Петербург
22.09.2018,19:00,Ахмат ,ФК Оренбург,1:1 (1:0),ГрозныйАхмат-Арена
22.09.2018,19:00,ФК Ростов ,ФК Уфа,0:0,Ростов-на-ДонуРостов-Арена
22.09.2018,16:30,Арсенал ,Рубин,2:2 (1:0),ТулаСтадион Арсенал
22.09.2018,15:30,Енисей ,Урал,1:2 (0:1),КрасноярскЦентральный стадион олимпийского резерва
22.09.2018,14:00,Динамо ,Анжи,0:1 (0:0),ХимкиАрена Химки
17.09.2018,19:30,Урал ,ФК Ростов,1:1 (0:0),ЕкатеринбургЕкатеринбург-Арена
16.09.2018,19:00,Спартак ,Ахмат,1:2 (0:1),МоскваОткрытие Арена
16.09.2018,16:30,Анжи ,ФК Краснодар,0:4 (0:2),КаспийскАнжи-Арена
16.09.2018,16:00,ФК Оренбург ,Зенит,1:2 (0:2),ОренбургСтадион Газовик
15.09.2018,19:00,Арсенал ,Крылья Советов,4:0 (1:0),ТулаСтадион Арсенал
15.09.2018,18:30,ФК Уфа ,ЦСКА,0:3 (0:1),УфаСтадион Нефтяник
15.09.2018,14:00,Рубин ,Енисей,1:0 (1:0),КазаньКазань-Арена
14.09.2018,19:30,Локомотив ,Динамо,1:1 (1:1),МоскваРЖД Арена
02.09.2018,21:30,Ахмат ,ФК Уфа,2:1 (0:0),ГрозныйАхмат-Арена
02.09.2018,19:00,Зенит ,Спартак,0:0,Санкт-ПетербургСтадион Санкт-Петербург
02.09.2018,16:30,Динамо ,ФК Оренбург,2:0 (0:0),ХимкиАрена Химки
02.09.2018,16:00,Енисей ,Арсенал,0:0,ТюменьСтадион Геолог
01.09.2018,19:00,ФК Краснодар ,Локомотив,2:1 (1:1),КраснодарСтадион ФК Краснодар
01.09.2018,16:30,ЦСКА ,Урал,4:0 (2:0),МоскваАрена ЦСКА
01.09.2018,15:00,Крылья Советов ,Анжи,1:0 (0:0),СамараСамара-Арена
31.08.2018,19:30,ФК Ростов ,Рубин,1:1 (1:0),Ростов-на-ДонуРостов-Арена
27.08.2018,19:30,Енисей ,Крылья Советов,1:0 (1:0),ТюменьСтадион Геолог
26.08.2018,19:00,Локомотив ,Анжи,2:1 (0:0),МоскваРЖД Арена
26.08.2018,18:30,ФК Уфа ,Зенит,0:2 (0:2),УфаСтадион Нефтяник
26.08.2018,16:00,ФК Оренбург ,ФК Краснодар,1:1 (1:0),ОренбургСтадион Газовик
25.08.2018,19:00,Спартак ,Динамо,2:1 (2:0),МоскваОткрытие Арена
25.08.2018,16:30,Рубин ,ЦСКА,1:1 (1:0),КазаньКазань-Арена
25.08.2018,16:00,Урал ,Ахмат,2:1 (0:1),ЕкатеринбургЕкатеринбург-Арена
24.08.2018,19:30,Арсенал ,ФК Ростов,0:1 (0:0),ТулаСтадион Арсенал
20.08.2018,19:30,Динамо ,ФК Уфа,3:0 (0:0),ХимкиАрена Химки
19.08.2018,21:30,ФК Ростов ,Енисей,4:0 (2:0),Ростов-на-ДонуРостов-Арена
19.08.2018,19:00,Зенит ,Урал,4:1 (2:1),Санкт-ПетербургСтадион Санкт-Петербург
19.08.2018,17:30,Крылья Советов ,Локомотив,0:1 (0:1),СамараСамара-Арена
18.08.2018,21:30,Ахмат ,Рубин,1:1 (0:0),ГрозныйАхмат-Арена
18.08.2018,19:00,ФК Краснодар ,Спартак,0:1 (0:0),КраснодарСтадион ФК Краснодар
18.08.2018,16:30,ЦСКА ,Арсенал,3:0 (1:0),МоскваАрена ЦСКА
17.08.2018,19:30,Анжи ,ФК Оренбург,1:3 (1:0),КаспийскАнжи-Арена
13.08.2018,20:00,Рубин ,Зенит,0:1 (0:0),КазаньКазань-Арена
13.08.2018,19:30,ФК Уфа ,ФК Краснодар,0:1 (0:0),УфаСтадион Нефтяник
12.08.2018,16:30,Арсенал ,Ахмат,3:1 (0:1),ТулаСтадион Арсенал
12.08.2018,16:00,ФК Оренбург ,Локомотив,1:0 (0:0),ОренбургСтадион Газовик
11.08.2018,21:30,ФК Ростов ,Крылья Советов,0:1 (0:1),Ростов-на-ДонуРостов-Арена
11.08.2018,19:00,Спартак ,Анжи,1:0 (0:0),МоскваОткрытие Арена
11.08.2018,18:30,Енисей ,ЦСКА,1:1 (0:0),ТюменьСтадион Геолог
10.08.2018,19:30,Урал ,Динамо,1:1 (0:0),ЕкатеринбургЕкатеринбург-Арена
06.08.2018,19:30,ФК Уфа ,Анжи,3:0 (1:0),УфаСтадион Нефтяник
05.08.2018,21:30,Ахмат ,Енисей,1:0 (0:0),ГрозныйАхмат-Арена
05.08.2018,19:00,ЦСКА ,ФК Ростов,0:1 (0:1),МоскваАрена ЦСКА
05.08.2018,17:30,Крылья Советов ,ФК Оренбург,0:3 (0:3),СамараСамара-Арена
04.08.2018,19:00,Локомотив ,Спартак,0:0,МоскваРЖД Арена
04.08.2018,16:30,Зенит ,Арсенал,1:0 (0:0),Санкт-ПетербургСтадион Санкт-Петербург
04.08.2018,16:00,Урал ,ФК Краснодар,1:2 (1:0),ЕкатеринбургЕкатеринбург-Арена
03.08.2018,19:30,Динамо ,Рубин,1:1 (1:0),ХимкиАрена Химки
31.07.2018,20:00,Крылья Советов ,ЦСКА,0:0,СамараСамара-Арена
30.07.2018,20:00,ФК Уфа ,Локомотив,0:0,УфаСтадион Нефтяник
29.07.2018,19:00,Рубин ,ФК Краснодар,2:1 (2:1),КазаньКазань-Арена
29.07.2018,16:30,Арсенал ,Динамо,0:0,ТулаСтадион Арсенал
29.07.2018,16:00,Енисей ,Зенит,0:2 (0:0),ТюменьСтадион Геолог
28.07.2018,21:30,ФК Ростов ,Ахмат,1:0 (1:0),Ростов-на-ДонуРостов-Арена
28.07.2018,19:00,Спартак ,ФК Оренбург,1:0 (1:0),МоскваОткрытие Арена
28.07.2018,18:30,Урал ,Анжи,0:1 (0:0),ЕкатеринбургЕкатеринбург-Арена
